pathway,pathway_direction,pathway_median_d,reaction_id,reaction_name,cohens_d,p_value,significant,genes,n_genes,ec_number
Prostaglandin biosynthesis,CD5 hi,0.34009267636960033,MAR01339_pos,No name available,0.34767508959296495,0.8608725380680741,False,Tbxas1,1,5.3.99.5
Prostaglandin biosynthesis,CD5 hi,0.34009267636960033,MAR01341_neg,No name available,1.2473184008714102,0.06965583282873238,False,,0,3.1.-.-
Prostaglandin biosynthesis,CD5 hi,0.34009267636960033,MAR01342_neg,No name available,1.2473184008714102,0.06965583282873238,False,,0,3.1.-.-
Prostaglandin biosynthesis,CD5 hi,0.34009267636960033,MAR01343_neg,No name available,1.2473184008714102,0.06965583282873238,False,,0,3.1.-.-
Prostaglandin biosynthesis,CD5 hi,0.34009267636960033,MAR01344_neg,No name available,1.2473184008714102,0.06965583282873238,False,Hpgd,1,1.1.1.141
Prostaglandin biosynthesis,CD5 hi,0.34009267636960033,MAR01346_pos,fatty acylamide amidohydrolase,-2.3262120043825076,0.003587016951612497,True,Faah,1,3.5.1.99
Prostaglandin biosynthesis,CD5 hi,0.34009267636960033,MAR01347_neg,No name available,-2.625404321222473,0.002268703998807805,True,Faah,1,3.5.1.99
Prostaglandin biosynthesis,CD5 hi,0.34009267636960033,MAR01347_pos,No name available,1.1263338405078562,0.08668985278367534,False,Faah,1,3.5.1.99
Prostaglandin biosynthesis,CD5 hi,0.34009267636960033,MAR01350_pos,No name available,1.2473184008714102,0.06965583282873238,False,Ptgs1; Ptgs2,2,1.14.99.1
Prostaglandin biosynthesis,CD5 hi,0.34009267636960033,MAR01367_pos,No name available,1.2473184008714102,0.06965583282873238,False,Akr1c20; Gm3776; Gsta1; Gsta2; Gsta5; Gstk1; Gstm2; Gstm4; Gstm5; Gstm7; Gsto1; Gsto2; Gstp1; Gstp2; Gstt2; Gstz1; Hpgds; Mgst1; Mgst2; Mgst3; Ptges,21,1.1.1.188;2.5.1.18
Prostaglandin biosynthesis,CD5 hi,0.34009267636960033,MAR01370_pos,No name available,1.2473184008714102,0.06965583282873238,False,Gm3776; Gsta1; Gsta2; Gsta5; Gstk1; Gstm2; Gstm4; Gstm5; Gstm7; Gsto1; Gsto2; Gstp1; Gstp2; Gstt2; Gstz1; Hpgds; Mgst1; Mgst2; Mgst3; Ptges,20,2.5.1.18
Prostaglandin biosynthesis,CD5 hi,0.34009267636960033,MAR01379_pos,No name available,1.2473184008714102,0.06965583282873238,False,Gm3776; Gsta1; Gsta2; Gsta5; Gstk1; Gstm2; Gstm4; Gstm5; Gstm7; Gsto1; Gsto2; Gstp1; Gstp2; Gstt2; Gstz1; Hpgds; Mgst1; Mgst2; Mgst3; Ptges,20,2.5.1.18
Prostaglandin biosynthesis,CD5 hi,0.34009267636960033,MAR01382_pos,No name available,1.2473184008714102,0.06965583282873238,False,Akr1c20,1,1.1.1.188
Prostaglandin biosynthesis,CD5 hi,0.34009267636960033,MAR01384_pos,No name available,1.2473184008714102,0.06965583282873238,False,Gm3776; Gsta1; Gsta2; Gsta5; Gstk1; Gstm2; Gstm4; Gstm5; Gstm7; Gsto1; Gsto2; Gstp1; Gstp2; Gstt2; Gstz1; Hpgds; Mgst1; Mgst2; Mgst3; Ptges,20,2.5.1.18
Prostaglandin biosynthesis,CD5 hi,0.34009267636960033,MAR01387_pos,No name available,1.2473184008714102,0.06965583282873238,False,Akr1c20,1,1.1.1.188
Prostaglandin biosynthesis,CD5 hi,0.34009267636960033,MAR01388_pos,No name available,-1.5969125623089424,0.04554114038133258,True,Alox15; Alox8,2,1.13.11.33
Prostaglandin biosynthesis,CD5 hi,0.34009267636960033,MAR01390_pos,No name available,-0.5184097163275216,0.45796136522773573,False,Ptgs1; Ptgs2,2,1.14.99.1
Prostaglandin biosynthesis,CD5 hi,0.34009267636960033,MAR01391_pos,No name available,1.2473184008714102,0.06965583282873238,False,Ptgs1; Ptgs2,2,1.14.99.1
Prostaglandin biosynthesis,CD5 hi,0.34009267636960033,MAR01393_pos,No name available,1.2473184008714102,0.06965583282873238,False,Ptgs1; Ptgs2,2,1.14.99.1
Prostaglandin biosynthesis,CD5 hi,0.34009267636960033,MAR01394_neg,No name available,-0.5184097163275216,0.45796136522773573,False,Ptges; Ptges2; Ptges3,3,5.3.99.3
Prostaglandin biosynthesis,CD5 hi,0.34009267636960033,MAR01395_neg,No name available,-0.40680655820628214,0.5862778227443934,False,Rpp14; Scarf2,2,4.2.1.-
Prostaglandin biosynthesis,CD5 hi,0.34009267636960033,MAR01395_pos,No name available,0.5174649403975095,0.3481295153357081,False,Rpp14; Scarf2,2,4.2.1.-
Prostaglandin biosynthesis,CD5 hi,0.34009267636960033,MAR01398_pos,No name available,1.2473184008714102,0.06965583282873238,False,Gm3776; Gsta1; Gsta2; Gsta5; Gstk1; Gstm2; Gstm4; Gstm5; Gstm7; Gsto1; Gsto2; Gstp1; Gstp2; Gstt2; Gstz1; Hpgds; Mgst1; Mgst2; Mgst3; Ptges,20,2.5.1.18
Prostaglandin biosynthesis,CD5 hi,0.34009267636960033,MAR01401_pos,No name available,-0.3333298856730725,0.5862778227443934,False,,0,5.3.3.9
Prostaglandin biosynthesis,CD5 hi,0.34009267636960033,MAR01402_neg,No name available,-0.2508616477261597,0.7961139316414563,False,,0,5.3.3.9
Cholesterol biosynthesis 2,CD5 lo,-3.997910485539714,MAR01533_pos,lanosterol D24-reductase,-2.7128678153781376,0.0016069986658221952,True,Dhcr24,1,1.3.1.72
Cholesterol biosynthesis 2,CD5 lo,-3.997910485539714,MAR01557_pos,"lathosterol,ferrocytochrome b5:oxygen oxidoreductase 5,6-dehydrogenating",-4.223965820875975,0.0016069986658221952,True,Sc5d,1,1.14.21.6
Cholesterol biosynthesis 2,CD5 lo,-3.997910485539714,MAR01558_pos,"lathosterol,ferrocytochrome b5:oxygen oxidoreductase 5,6-dehydrogenating",-4.150113070147696,0.0016069986658221952,True,Sc5d,1,1.14.21.6
Cholesterol biosynthesis 2,CD5 lo,-3.997910485539714,MAR01565_pos,cholesterol:NADP+ delta7-oxidoreductase,-3.845707900931732,0.0016069986658221952,True,Dhcr7,1,1.3.1.21
Cholesterol biosynthesis 3 (Kandustch-Russell pathway),CD5 lo,-2.5724269560035995,MAR01535_pos,lanosterol delta24-reductase,-2.5724269560035995,0.0016069986658221952,True,Dhcr24,1,1.3.1.72
Cholesterol biosynthesis 3 (Kandustch-Russell pathway),CD5 lo,-2.5724269560035995,MAR01536_pos,No name available,-2.6897723002837237,0.0016069986658221952,True,Cyp51,1,1.14.13.70
Cholesterol biosynthesis 3 (Kandustch-Russell pathway),CD5 lo,-2.5724269560035995,MAR01538_pos,No name available,-2.6897723002837237,0.0016069986658221952,True,Cyp51,1,1.14.13.70
Cholesterol biosynthesis 3 (Kandustch-Russell pathway),CD5 lo,-2.5724269560035995,MAR01539_pos,No name available,-2.6897723002837237,0.0016069986658221952,True,Cyp51,1,1.14.13.70
Cholesterol biosynthesis 3 (Kandustch-Russell pathway),CD5 lo,-2.5724269560035995,MAR01540_pos,No name available,-2.6897723002837237,0.0016069986658221952,True,Lbr; Tm7sf2,2,1.3.1.70
Cholesterol biosynthesis 3 (Kandustch-Russell pathway),CD5 lo,-2.5724269560035995,MAR01543_pos,No name available,-2.5724269560035995,0.0016069986658221952,True,Faxdc2; Msmo1,2,1.14.13.72
Cholesterol biosynthesis 3 (Kandustch-Russell pathway),CD5 lo,-2.5724269560035995,MAR01544_pos,No name available,-2.5724269560035995,0.0016069986658221952,True,Faxdc2; Msmo1,2,1.14.13.72
Cholesterol biosynthesis 3 (Kandustch-Russell pathway),CD5 lo,-2.5724269560035995,MAR01545_pos,No name available,-2.5724269560035995,0.0016069986658221952,True,Faxdc2; Msmo1,2,1.14.13.72
Cholesterol biosynthesis 3 (Kandustch-Russell pathway),CD5 lo,-2.5724269560035995,MAR01546_pos,No name available,-2.5724269560035995,0.0016069986658221952,True,Nsdhl,1,1.1.1.170
Cholesterol biosynthesis 3 (Kandustch-Russell pathway),CD5 lo,-2.5724269560035995,MAR01547_pos,No name available,-2.5724269560035995,0.0016069986658221952,True,Hsd17b7,1,1.1.1.270
Cholesterol biosynthesis 3 (Kandustch-Russell pathway),CD5 lo,-2.5724269560035995,MAR01548_pos,No name available,-2.5724269560035995,0.0016069986658221952,True,Faxdc2; Msmo1,2,1.14.13.72
Cholesterol biosynthesis 3 (Kandustch-Russell pathway),CD5 lo,-2.5724269560035995,MAR01549_pos,No name available,-2.5724269560035995,0.0016069986658221952,True,Faxdc2; Msmo1,2,1.14.13.72
Cholesterol biosynthesis 3 (Kandustch-Russell pathway),CD5 lo,-2.5724269560035995,MAR01550_pos,No name available,-2.5724269560035995,0.0016069986658221952,True,Faxdc2; Msmo1,2,1.14.13.72
Cholesterol biosynthesis 3 (Kandustch-Russell pathway),CD5 lo,-2.5724269560035995,MAR01551_pos,No name available,-2.5724269560035995,0.0016069986658221952,True,Nsdhl,1,1.1.1.170
Cholesterol biosynthesis 3 (Kandustch-Russell pathway),CD5 lo,-2.5724269560035995,MAR01552_pos,No name available,-2.5724269560035995,0.0016069986658221952,True,Hsd17b7,1,1.1.1.270
Cholesterol biosynthesis 3 (Kandustch-Russell pathway),CD5 lo,-2.5724269560035995,MAR01553_pos,5alpha-Cholest-7-en-3beta-ol delta7-delta8-isomerase,-2.7128678153781376,0.0016069986658221952,True,Ebp,1,5.3.3.5
Terpenoid backbone biosynthesis,CD5 lo,-5.171969375583954,MAR01573_pos,"acetyl-CoA:acetoacetyl-CoA C-acetyltransferase (thioester-hydrolysing, carboxymethyl-forming)",-2.5173352262009634,0.002268703998807805,True,Hmgcs2,1,2.3.3.10
Terpenoid backbone biosynthesis,CD5 lo,-5.171969375583954,MAR06901_pos,"(2E,6E)-farnesyl-diphosphate:isopentenyl-diphosphate farnesyltranstransferase (adding 7 isopentenyl units)",-5.171969375583954,0.0016069986658221952,True,Pdss1; Pdss2,2,2.5.1.91
Terpenoid backbone biosynthesis,CD5 lo,-5.171969375583954,MAR06903_pos,solanesyl-diphosphate:4-hydroxybenzoate nonaprenyltransferase,-5.171969375583954,0.0016069986658221952,True,Coq2,1,2.5.1.39
Terpenoid backbone biosynthesis,CD5 lo,-5.171969375583954,MAR06904_pos,No name available,-5.171969375583954,0.0016069986658221952,True,Coq6,1,1.14.13.-
Terpenoid backbone biosynthesis,CD5 lo,-5.171969375583954,MAR06905_pos,No name available,-5.171969375583954,0.0016069986658221952,True,Coq3,1,2.1.1.114
Terpenoid backbone biosynthesis,CD5 lo,-5.171969375583954,MAR06906_pos,No name available,-5.171969375583954,0.0016069986658221952,True,,0,4.1.1.-
Terpenoid backbone biosynthesis,CD5 lo,-5.171969375583954,MAR06907_pos,No name available,-5.47883587693585,0.0016069986658221952,True,Coq6,1,1.14.13.-
Terpenoid backbone biosynthesis,CD5 lo,-5.171969375583954,MAR06908_pos,No name available,-5.47883587693585,0.0016069986658221952,True,Coq5,1,2.1.1.201
Terpenoid backbone biosynthesis,CD5 lo,-5.171969375583954,MAR06909_pos,No name available,-5.47883587693585,0.0016069986658221952,True,Coq7,1,1.14.-.-
Terpenoid backbone biosynthesis,CD5 lo,-5.171969375583954,MAR06910_pos,No name available,-5.47883587693585,0.0016069986658221952,True,Coq3,1,2.1.1.64
Fatty acid biosynthesis (odd-chain),CD5 lo,-3.288663355023165,MAR02227_pos,No name available,-3.288663355023165,0.002268703998807805,True,Fasn,1,2.3.1.85
Fatty acid biosynthesis (odd-chain),CD5 lo,-3.288663355023165,MAR02228_pos,No name available,-3.288663355023165,0.002268703998807805,True,Fasn,1,2.3.1.85
Fatty acid biosynthesis (odd-chain),CD5 lo,-3.288663355023165,MAR02229_pos,No name available,-3.288663355023165,0.002268703998807805,True,Fasn,1,2.3.1.85
Fatty acid biosynthesis (odd-chain),CD5 lo,-3.288663355023165,MAR02230_pos,No name available,-3.288663355023165,0.002268703998807805,True,Fasn,1,2.3.1.85
Fatty acid biosynthesis (odd-chain),CD5 lo,-3.288663355023165,MAR02231_pos,No name available,-3.288663355023165,0.002268703998807805,True,Fasn,1,2.3.1.85
Fatty acid biosynthesis (odd-chain),CD5 lo,-3.288663355023165,MAR02232_pos,No name available,-3.288663355023165,0.002268703998807805,True,Fasn,1,2.3.1.85
Fatty acid biosynthesis (odd-chain),CD5 lo,-3.288663355023165,MAR02233_pos,No name available,-3.288663355023165,0.002268703998807805,True,Fasn,1,2.3.1.85
Fatty acid biosynthesis (odd-chain),CD5 lo,-3.288663355023165,MAR02234_pos,No name available,-3.288663355023165,0.002268703998807805,True,Fasn,1,2.3.1.85
Fatty acid biosynthesis (odd-chain),CD5 lo,-3.288663355023165,MAR02235_pos,No name available,-3.288663355023165,0.002268703998807805,True,Fasn,1,2.3.1.85
Fatty acid biosynthesis (odd-chain),CD5 lo,-3.288663355023165,MAR02236_pos,No name available,-3.288663355023165,0.002268703998807805,True,Fasn,1,2.3.1.85
Fatty acid biosynthesis (odd-chain),CD5 lo,-3.288663355023165,MAR02237_pos,No name available,-3.288663355023165,0.002268703998807805,True,Fasn,1,2.3.1.85
Fatty acid biosynthesis (odd-chain),CD5 lo,-3.288663355023165,MAR02238_pos,No name available,-3.288663355023165,0.002268703998807805,True,Fasn,1,2.3.1.85
Fatty acid biosynthesis (odd-chain),CD5 lo,-3.288663355023165,MAR02239_pos,No name available,-3.288663355023165,0.002268703998807805,True,Fasn,1,2.3.1.85
Fatty acid biosynthesis (odd-chain),CD5 lo,-3.288663355023165,MAR02240_pos,No name available,-3.288663355023165,0.002268703998807805,True,Fasn,1,2.3.1.85
Fatty acid biosynthesis (odd-chain),CD5 lo,-3.288663355023165,MAR02241_pos,No name available,-3.288663355023165,0.002268703998807805,True,Fasn,1,2.3.1.85
Fatty acid biosynthesis (odd-chain),CD5 lo,-3.288663355023165,MAR02242_pos,No name available,-3.288663355023165,0.002268703998807805,True,Fasn,1,2.3.1.85
Fatty acid biosynthesis (odd-chain),CD5 lo,-3.288663355023165,MAR02243_pos,No name available,-3.288663355023165,0.002268703998807805,True,Fasn,1,2.3.1.85
Fatty acid biosynthesis (odd-chain),CD5 lo,-3.288663355023165,MAR02244_pos,No name available,-3.288663355023165,0.002268703998807805,True,Fasn,1,2.3.1.85
Fatty acid biosynthesis (odd-chain),CD5 lo,-3.288663355023165,MAR02245_pos,No name available,-3.288663355023165,0.002268703998807805,True,Fasn,1,2.3.1.85
Fatty acid biosynthesis (odd-chain),CD5 lo,-3.288663355023165,MAR02246_pos,No name available,-3.288663355023165,0.002268703998807805,True,Fasn,1,2.3.1.85
Fatty acid biosynthesis (odd-chain),CD5 lo,-3.288663355023165,MAR02247_pos,No name available,-3.288663355023165,0.002268703998807805,True,Fasn,1,2.3.1.85
Fatty acid biosynthesis (odd-chain),CD5 lo,-3.288663355023165,MAR02249_pos,No name available,-2.859129983291653,0.002268703998807805,True,Fasn,1,2.3.1.85
Fatty acid biosynthesis (odd-chain),CD5 lo,-3.288663355023165,MAR02250_pos,No name available,-2.859129983291653,0.002268703998807805,True,Fasn,1,2.3.1.85
Fatty acid biosynthesis (odd-chain),CD5 lo,-3.288663355023165,MAR02251_pos,No name available,-2.859129983291653,0.002268703998807805,True,Fasn,1,2.3.1.85
Fatty acid biosynthesis (odd-chain),CD5 lo,-3.288663355023165,MAR02252_pos,No name available,-2.859129983291653,0.002268703998807805,True,Fasn,1,2.3.1.85
Fatty acid biosynthesis (odd-chain),CD5 lo,-3.288663355023165,MAR02254_pos,No name available,-2.5832620260844306,0.003587016951612497,True,Fasn,1,2.3.1.85
Fatty acid biosynthesis (odd-chain),CD5 lo,-3.288663355023165,MAR02255_pos,No name available,-2.5832620260844306,0.003587016951612497,True,Fasn,1,2.3.1.85
Fatty acid biosynthesis (odd-chain),CD5 lo,-3.288663355023165,MAR02256_pos,No name available,-2.5832620260844306,0.003587016951612497,True,Fasn,1,2.3.1.85
Fatty acid biosynthesis (odd-chain),CD5 lo,-3.288663355023165,MAR02257_pos,No name available,-2.5832620260844306,0.003587016951612497,True,Fasn,1,2.3.1.85
Fatty acid elongation (odd-chain),CD5 lo,-2.0767144389229584,MAR02259_pos,No name available,-2.0767144389229584,0.019091465014925913,True,Elovl1; Elovl2; Elovl3; Elovl4; Elovl5; Elovl6; Elovl7,7,2.3.1.199
Fatty acid elongation (odd-chain),CD5 lo,-2.0767144389229584,MAR02260_pos,No name available,-2.0767144389229584,0.019091465014925913,True,Hsd17b12,1,1.1.1.330
Fatty acid elongation (odd-chain),CD5 lo,-2.0767144389229584,MAR02261_pos,No name available,-2.0767144389229584,0.019091465014925913,True,Hacd1; Hacd2; Hacd3; Hacd4; Higd2a,5,4.2.1.134
Fatty acid elongation (odd-chain),CD5 lo,-2.0767144389229584,MAR02262_pos,No name available,-2.0767144389229584,0.019091465014925913,True,Tecr; Tecrl,2,1.3.1.93
Fatty acid elongation (odd-chain),CD5 lo,-2.0767144389229584,MAR02263_pos,No name available,-2.0767144389229584,0.019091465014925913,True,Elovl1; Elovl2; Elovl3; Elovl4; Elovl5; Elovl6; Elovl7,7,2.3.1.199
Fatty acid elongation (odd-chain),CD5 lo,-2.0767144389229584,MAR02264_pos,No name available,-2.0767144389229584,0.019091465014925913,True,Hsd17b12,1,1.1.1.330
Fatty acid elongation (odd-chain),CD5 lo,-2.0767144389229584,MAR02265_pos,No name available,-2.0767144389229584,0.019091465014925913,True,Hacd1; Hacd2; Hacd3; Hacd4; Higd2a,5,4.2.1.134
Fatty acid elongation (odd-chain),CD5 lo,-2.0767144389229584,MAR02266_pos,No name available,-2.0767144389229584,0.019091465014925913,True,Tecr; Tecrl,2,1.3.1.93
Fatty acid elongation (odd-chain),CD5 lo,-2.0767144389229584,MAR02267_pos,No name available,-2.4445532641649184,0.005465654529962118,True,Elovl1; Elovl2; Elovl3; Elovl4; Elovl5; Elovl6; Elovl7,7,2.3.1.199
Fatty acid elongation (odd-chain),CD5 lo,-2.0767144389229584,MAR02268_pos,No name available,-2.4445532641649184,0.005465654529962118,True,Hsd17b12,1,1.1.1.330
Fatty acid elongation (odd-chain),CD5 lo,-2.0767144389229584,MAR02269_pos,No name available,-2.4445532641649184,0.005465654529962118,True,Hacd1; Hacd2; Hacd3; Hacd4; Higd2a,5,4.2.1.134
Fatty acid elongation (odd-chain),CD5 lo,-2.0767144389229584,MAR02270_pos,No name available,-2.4445532641649184,0.005465654529962118,True,Tecr,1,1.3.1.93
Fatty acid biosynthesis (unsaturated),CD5 lo,-2.945421716474714,MAR02305_pos,No name available,-2.0807814996823852,0.019091465014925913,True,Elovl1; Elovl2; Elovl3; Elovl4; Elovl5; Elovl6; Elovl7,7,2.3.1.199
Fatty acid biosynthesis (unsaturated),CD5 lo,-2.945421716474714,MAR02307_pos,No name available,-2.0807814996823852,0.019091465014925913,True,Hsd17b12,1,1.1.1.330
Fatty acid biosynthesis (unsaturated),CD5 lo,-2.945421716474714,MAR02309_pos,No name available,-2.0807814996823852,0.019091465014925913,True,Hacd1; Hacd2; Hacd3; Hacd4; Higd2a,5,4.2.1.134
Fatty acid biosynthesis (unsaturated),CD5 lo,-2.945421716474714,MAR02311_pos,No name available,-2.0807814996823852,0.019091465014925913,True,Tecr; Tecrl,2,1.3.1.93
Fatty acid biosynthesis (unsaturated),CD5 lo,-2.945421716474714,MAR02315_pos,No name available,-2.0947003314565324,0.019091465014925913,True,Elovl1; Elovl2; Elovl3; Elovl4; Elovl5; Elovl6; Elovl7,7,2.3.1.199
Fatty acid biosynthesis (unsaturated),CD5 lo,-2.945421716474714,MAR02317_pos,No name available,-2.0947003314565324,0.019091465014925913,True,Hsd17b12,1,1.1.1.330
Fatty acid biosynthesis (unsaturated),CD5 lo,-2.945421716474714,MAR02319_pos,No name available,-2.0947003314565324,0.019091465014925913,True,Hacd1; Hacd2; Hacd3; Hacd4; Higd2a,5,4.2.1.134
Fatty acid biosynthesis (unsaturated),CD5 lo,-2.945421716474714,MAR02321_pos,No name available,-2.0947003314565324,0.019091465014925913,True,Tecr; Tecrl,2,1.3.1.93
Fatty acid biosynthesis (unsaturated),CD5 lo,-2.945421716474714,MAR02324_pos,No name available,-4.302815780477022,0.0016069986658221952,True,Elovl1; Elovl2; Elovl3; Elovl4; Elovl5; Elovl6; Elovl7,7,2.3.1.199
Fatty acid biosynthesis (unsaturated),CD5 lo,-2.945421716474714,MAR02326_pos,No name available,-4.302815780477022,0.0016069986658221952,True,Hsd17b12,1,1.1.1.330
Fatty acid biosynthesis (unsaturated),CD5 lo,-2.945421716474714,MAR02328_pos,No name available,-4.302815780477022,0.0016069986658221952,True,Hacd1; Hacd2; Hacd3; Hacd4; Higd2a,5,4.2.1.134
Fatty acid biosynthesis (unsaturated),CD5 lo,-2.945421716474714,MAR02330_pos,No name available,-4.302815780477022,0.0016069986658221952,True,Tecr; Tecrl,2,1.3.1.93
Fatty acid biosynthesis (unsaturated),CD5 lo,-2.945421716474714,MAR02332_pos,No name available,-3.7926372624375295,0.0016069986658221952,True,Elovl1; Elovl2; Elovl3; Elovl4; Elovl5; Elovl6; Elovl7,7,2.3.1.199
Fatty acid biosynthesis (unsaturated),CD5 lo,-2.945421716474714,MAR02334_pos,No name available,-3.7926372624375295,0.0016069986658221952,True,Hsd17b12,1,1.1.1.330
Fatty acid biosynthesis (unsaturated),CD5 lo,-2.945421716474714,MAR02336_pos,No name available,-3.7926372624375295,0.0016069986658221952,True,Hacd1; Hacd2; Hacd3; Hacd4; Higd2a,5,4.2.1.134
Fatty acid biosynthesis (unsaturated),CD5 lo,-2.945421716474714,MAR02338_pos,No name available,-3.7926372624375295,0.0016069986658221952,True,Tecr; Tecrl,2,1.3.1.93
Fatty acid biosynthesis (unsaturated),CD5 lo,-2.945421716474714,MAR02342_pos,No name available,-2.0767173477114085,0.019091465014925913,True,Elovl1; Elovl2; Elovl3; Elovl4; Elovl5; Elovl6; Elovl7,7,2.3.1.199
Fatty acid biosynthesis (unsaturated),CD5 lo,-2.945421716474714,MAR02343_pos,No name available,-2.0767173477114085,0.019091465014925913,True,Hsd17b12,1,1.1.1.330
Fatty acid biosynthesis (unsaturated),CD5 lo,-2.945421716474714,MAR02344_pos,No name available,-2.0767173477114085,0.019091465014925913,True,Hacd1; Hacd2; Hacd3; Hacd4; Higd2a,5,4.2.1.134
Fatty acid biosynthesis (unsaturated),CD5 lo,-2.945421716474714,MAR02345_pos,No name available,-2.0767173477114085,0.019091465014925913,True,Tecr; Tecrl,2,1.3.1.93
Fatty acid biosynthesis (unsaturated),CD5 lo,-2.945421716474714,MAR02347_pos,No name available,-2.676468197096655,0.002268703998807805,True,Elovl1; Elovl2; Elovl3; Elovl4; Elovl5; Elovl6; Elovl7,7,2.3.1.199
Fatty acid biosynthesis (unsaturated),CD5 lo,-2.945421716474714,MAR02348_pos,No name available,-2.676468197096655,0.002268703998807805,True,Hsd17b12,1,1.1.1.330
Fatty acid biosynthesis (unsaturated),CD5 lo,-2.945421716474714,MAR02349_pos,No name available,-2.676468197096655,0.002268703998807805,True,Hacd1; Hacd2; Hacd3; Hacd4; Higd2a,5,4.2.1.134
Fatty acid biosynthesis (unsaturated),CD5 lo,-2.945421716474714,MAR02350_pos,No name available,-2.676468197096655,0.002268703998807805,True,Tecr; Tecrl,2,1.3.1.93
Fatty acid biosynthesis (unsaturated),CD5 lo,-2.945421716474714,MAR02353_pos,No name available,-4.701166566104914,0.0016069986658221952,True,Elovl1; Elovl2; Elovl3; Elovl4; Elovl5; Elovl6; Elovl7,7,2.3.1.199
Fatty acid biosynthesis (unsaturated),CD5 lo,-2.945421716474714,MAR02354_pos,No name available,-4.701166566104914,0.0016069986658221952,True,Hsd17b12,1,1.1.1.330
Fatty acid biosynthesis (unsaturated),CD5 lo,-2.945421716474714,MAR02355_pos,No name available,-4.701166566104914,0.0016069986658221952,True,Hacd1; Hacd2; Hacd3; Hacd4; Higd2a,5,4.2.1.134
Fatty acid biosynthesis (unsaturated),CD5 lo,-2.945421716474714,MAR02356_pos,No name available,-4.701166566104914,0.0016069986658221952,True,Tecr; Tecrl,2,1.3.1.93
Fatty acid biosynthesis (unsaturated),CD5 lo,-2.945421716474714,MAR02361_pos,No name available,-3.2143752358527724,0.002268703998807805,True,Elovl1; Elovl2; Elovl3; Elovl4; Elovl5; Elovl6; Elovl7,7,2.3.1.199
Fatty acid biosynthesis (unsaturated),CD5 lo,-2.945421716474714,MAR02362_pos,No name available,-3.2143752358527724,0.002268703998807805,True,Hsd17b12,1,1.1.1.330
Fatty acid biosynthesis (unsaturated),CD5 lo,-2.945421716474714,MAR02363_pos,No name available,-3.2143752358527724,0.002268703998807805,True,Hacd1; Hacd2; Hacd3; Hacd4; Higd2a,5,4.2.1.134
Fatty acid biosynthesis (unsaturated),CD5 lo,-2.945421716474714,MAR02364_pos,No name available,-3.2143752358527724,0.002268703998807805,True,Tecr; Tecrl,2,1.3.1.93
Omega-6 fatty acid metabolism,CD5 lo,-2.4118937429080094,MAR02368_pos,"linoleoyl-CoA,ferrocytochrome b5:oxygen oxidoreductase (6,7 cis-dehydrogenating)",-2.4707210765039447,0.003587016951612497,True,Fads1; Fads2; Fads3,3,1.14.19.3
Omega-6 fatty acid metabolism,CD5 lo,-2.4118937429080094,MAR02371_pos,No name available,-2.206984229282757,0.008888808630577514,True,Elovl1; Elovl2; Elovl3; Elovl4; Elovl5; Elovl6; Elovl7,7,2.3.1.199
Omega-6 fatty acid metabolism,CD5 lo,-2.4118937429080094,MAR02378_pos,No name available,-2.206984229282757,0.008888808630577514,True,Tecr; Tecrl,2,1.3.1.93
Omega-6 fatty acid metabolism,CD5 lo,-2.4118937429080094,MAR02380_pos,No name available,-1.5026652182546256,0.04554114038133258,True,Fads1; Fads2; Fads3,3,1.14.19.-
Omega-6 fatty acid metabolism,CD5 lo,-2.4118937429080094,MAR02383_pos,No name available,-1.9424673668836034,0.02544117621722943,True,Elovl1; Elovl2; Elovl3; Elovl4; Elovl5; Elovl6; Elovl7,7,2.3.1.199
Omega-6 fatty acid metabolism,CD5 lo,-2.4118937429080094,MAR02387_pos,No name available,-1.9424673668836034,0.02544117621722943,True,Hsd17b12,1,1.1.1.330
Omega-6 fatty acid metabolism,CD5 lo,-2.4118937429080094,MAR02389_pos,No name available,-1.9424673668836034,0.02544117621722943,True,Hacd1; Hacd2; Hacd3; Hacd4; Higd2a,5,4.2.1.134
Omega-6 fatty acid metabolism,CD5 lo,-2.4118937429080094,MAR02395_pos,No name available,-2.857427808320022,0.0016069986658221952,True,Elovl1; Elovl2; Elovl3; Elovl4; Elovl5; Elovl6; Elovl7,7,2.3.1.199
Omega-6 fatty acid metabolism,CD5 lo,-2.4118937429080094,MAR02397_pos,No name available,-2.857427808320022,0.0016069986658221952,True,Hsd17b12,1,1.1.1.330
Omega-6 fatty acid metabolism,CD5 lo,-2.4118937429080094,MAR02399_pos,No name available,-2.45468517376661,0.002268703998807805,True,Hacd1; Hacd2; Hacd3; Hacd4; Higd2a,5,4.2.1.134
Omega-6 fatty acid metabolism,CD5 lo,-2.4118937429080094,MAR02401_pos,No name available,-2.45468517376661,0.002268703998807805,True,Tecr; Tecrl,2,1.3.1.93
Omega-6 fatty acid metabolism,CD5 lo,-2.4118937429080094,MAR02408_pos,No name available,-4.021572161502044,0.0016069986658221952,True,Acox1; Acox3,2,1.3.3.6
Omega-6 fatty acid metabolism,CD5 lo,-2.4118937429080094,MAR02409_pos,No name available,-4.021572161502044,0.0016069986658221952,True,Eci1; Eci2; Ehhadh; Hadha,4,4.2.1.17
Omega-6 fatty acid metabolism,CD5 lo,-2.4118937429080094,MAR02410_pos,No name available,-4.021572161502044,0.0016069986658221952,True,Acaa1a; Acaa1b; Ehhadh; Hsd17b4,4,1.1.1.35;1.1.1.211
